"file= exampleRecording_1012016_plate1_DIV1"
" "
"recording time (s): [0.01 ,35]"
" "
"Network Spike analysis at well level"
"well","n","peak.m","peak.sd","durn.m","durn.sd","percent.of.spikes.in.ns","mean.spikes.in.ns","mean.insis","peak.min","peak.max","treatment","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157","t158","t159","t160","t161","t162","t163","t164","t165","t166","t167","t168","t169","t170","t171","t172","t173","t174","t175","t176","t177","t178","t179","t180","t181","t182","t183","t184","t185","t186","t187","t188","t189","t190","t191","t192","t193","t194","t195","t196","t197","t198","t199","t200","t201"
"B5","5","5","0","0.01725","0.00450308536203547","5.18234165067178","5.4","1.925","5","5","untreated","0.8","1","0.8","1.6","1","0.2","0","0.6","0.6","0.4","0.6","0.6","0.4","0","0","0","0.2","0.6","0.2","1.2","0","0.2","0","0","0.2","0.4","0.2","0.8","1.6","2","2","1","0.2","0.6","0.8","1","0.8","2","2.6","2.2","1.4","0.4","1","0.8","0.8","1","1.2","2.6","1","0.8","1.2","0.6","0.6","1.2","0.6","1.4","1","1","0.2","2","0.2","0.6","0.8","0.2","1.2","0.2","1.2","1.8","0.8","0.6","0","0.8","0.6","0.8","0.8","1.4","0.4","0","0","0","0.4","0.4","0.8","0.6","0.4","0.6","0.4","0","0","0.2","0.8","1.6","0","0","0","0.2","0.2","0.2","1","2.6","5","1","0.6","0.4","0.4","0.2","0.4","0.4","1.2","1.4","1","1.2","0.2","0","0.8","0.4","0.8","0.4","0.4","1","0.8","0.4","0.8","0.2","0","0.2","0.2","0.4","0.2","0.6","0.8","0.6","0.6","0.4","1","0.4","0.2","0","0","0.4","0","0.4","0","0.6","0.8","0.4","0","0.4","0.4","0.8","0","0.2","0.4","0.4","0","0.2","0.2","0.8","0.8","0.4","0","0.4","0.8","1.4","0","0.4","0.4","0.2","0.6","0.2","1","0.6","1.2","0","0.2","0","0.2","0","0.4","0.4","0.2","0","0.4","0.6","0","0.2","0.2","0.6","0.4","0.4","0.2","0.4","0.4","0.2","0.2","0.2","0.4","0.4","0","0","0.2"
"B6","57","5.03508771929825","1.54648117027821","0.0292777777777778","0.0240206350058581","11.8521078092605","6.01754385964912","0.817857142857143","4","9","treatY","0.684210526315789","0.842105263157895","0.631578947368421","0.859649122807018","0.929824561403509","0.578947368421053","0.684210526315789","0.649122807017544","0.543859649122807","0.666666666666667","0.684210526315789","0.508771929824561","0.385964912280702","0.614035087719298","0.421052631578947","0.543859649122807","0.526315789473684","0.543859649122807","0.421052631578947","0.578947368421053","0.473684210526316","0.614035087719298","0.508771929824561","0.421052631578947","0.543859649122807","0.421052631578947","0.614035087719298","0.43859649122807","0.666666666666667","0.684210526315789","0.666666666666667","0.859649122807018","0.508771929824561","0.859649122807018","0.719298245614035","0.526315789473684","0.894736842105263","0.684210526315789","0.596491228070175","0.666666666666667","0.719298245614035","0.789473684210526","0.666666666666667","0.754385964912281","0.736842105263158","0.859649122807018","0.842105263157895","0.964912280701754","0.859649122807018","0.894736842105263","1.01754385964912","1.17543859649123","0.719298245614035","0.666666666666667","0.894736842105263","0.824561403508772","0.87719298245614","0.842105263157895","1.10526315789474","1.15789473684211","0.912280701754386","1.08771929824561","1.01754385964912","1","0.824561403508772","1.24561403508772","1.14035087719298","1.31578947368421","1.28070175438596","1.15789473684211","1.3859649122807","0.964912280701754","1.05263157894737","0.87719298245614","0.736842105263158","0.807017543859649","1.12280701754386","1","0.894736842105263","1.14035087719298","0.982456140350877","1.08771929824561","1.03508771929825","1.21052631578947","1.36842105263158","1.28070175438596","1.31578947368421","1.21052631578947","1.12280701754386","1.2280701754386","1.31578947368421","1.50877192982456","1.43859649122807","1.29824561403509","1.29824561403509","1.43859649122807","1.59649122807018","1.85964912280702","2.05263157894737","1.66666666666667","5.03508771929825","2.17543859649123","2.08771929824561","1.56140350877193","1.75438596491228","1.59649122807018","1.45614035087719","1.56140350877193","1.14035087719298","1.49122807017544","1.28070175438596","1.2280701754386","1.35087719298246","1.07017543859649","1.26315789473684","1.29824561403509","1.10526315789474","1.12280701754386","1.07017543859649","1.14035087719298","1.43859649122807","1.47368421052632","1.08771929824561","1.24561403508772","1.15789473684211","1.3859649122807","1.35087719298246","1.28070175438596","1.19298245614035","1.24561403508772","1.2280701754386","1.03508771929825","1.14035087719298","1.28070175438596","1.36842105263158","1.49122807017544","1.28070175438596","1.24561403508772","1.14035087719298","1.17543859649123","1.05263157894737","1.14035087719298","1.01754385964912","0.947368421052632","0.789473684210526","1.14035087719298","0.929824561403509","1.12280701754386","0.894736842105263","0.947368421052632","0.824561403508772","1.21052631578947","1.07017543859649","0.666666666666667","0.842105263157895","1.17543859649123","0.807017543859649","0.982456140350877","0.859649122807018","0.719298245614035","0.947368421052632","0.947368421052632","0.807017543859649","0.701754385964912","1.03508771929825","0.807017543859649","1.05263157894737","1.07017543859649","0.842105263157895","0.894736842105263","0.912280701754386","1.08771929824561","0.596491228070175","0.754385964912281","0.859649122807018","0.771929824561403","0.842105263157895","0.666666666666667","0.684210526315789","0.649122807017544","0.807017543859649","0.666666666666667","0.666666666666667","0.666666666666667","0.719298245614035","0.824561403508772","0.754385964912281","0.701754385964912","0.543859649122807","0.719298245614035","0.87719298245614","0.771929824561403","0.701754385964912","0.649122807017544","0.596491228070175","0.736842105263158","0.596491228070175","0.807017543859649","0.701754385964912","0.701754385964912","0.631578947368421"
"B7","27","4.37037037037037","0.791694781327139","0.0227006172839506","0.017000805336305","5.75388492230155","5.07407407407407","1.45307692307692","4","7","treatY","0.703703703703704","0.481481481481481","0.481481481481481","0.296296296296296","0.62962962962963","0.333333333333333","0.481481481481481","0.62962962962963","0.37037037037037","0.592592592592593","0.592592592592593","0.444444444444444","0.407407407407407","0.592592592592593","0.444444444444444","0.407407407407407","0.481481481481481","0.62962962962963","0.555555555555556","0.37037037037037","0.444444444444444","0.481481481481481","0.666666666666667","0.62962962962963","0.703703703703704","0.703703703703704","0.777777777777778","0.555555555555556","0.592592592592593","0.518518518518518","0.407407407407407","0.555555555555556","0.444444444444444","0.555555555555556","0.296296296296296","0.481481481481481","0.259259259259259","0.296296296296296","0.37037037037037","0.259259259259259","0.148148148148148","0.296296296296296","0.407407407407407","0.333333333333333","0.407407407407407","0.592592592592593","0.333333333333333","0.444444444444444","0.444444444444444","0.222222222222222","0.222222222222222","0.407407407407407","0.296296296296296","0.407407407407407","0.185185185185185","0.37037037037037","0.148148148148148","0.222222222222222","0.296296296296296","0.444444444444444","0.37037037037037","0.481481481481481","0.37037037037037","0.259259259259259","0.37037037037037","0.296296296296296","0.222222222222222","0.185185185185185","0.185185185185185","0.222222222222222","0.481481481481481","0.185185185185185","0.592592592592593","0.333333333333333","0.518518518518518","0.37037037037037","0.407407407407407","0.37037037037037","0.666666666666667","0.518518518518518","0.777777777777778","0.333333333333333","0.518518518518518","0.444444444444444","0.592592592592593","0.592592592592593","0.62962962962963","0.592592592592593","0.518518518518518","0.296296296296296","0.740740740740741","0.62962962962963","0.925925925925926","0.851851851851852","1","1.03703703703704","1.14814814814815","1.14814814814815","1.25925925925926","1.2962962962963","4.37037037037037","1.51851851851852","1.62962962962963","1.66666666666667","1.81481481481481","1.40740740740741","1.07407407407407","1.22222222222222","0.777777777777778","0.851851851851852","0.592592592592593","0.481481481481481","0.851851851851852","0.666666666666667","0.777777777777778","0.444444444444444","0.444444444444444","0.518518518518518","0.481481481481481","0.740740740740741","0.518518518518518","0.407407407407407","0.703703703703704","0.555555555555556","0.518518518518518","0.666666666666667","0.62962962962963","0.62962962962963","0.62962962962963","0.555555555555556","0.222222222222222","0.481481481481481","0.37037037037037","0.407407407407407","0.259259259259259","0.666666666666667","0.37037037037037","0.444444444444444","0.407407407407407","0.37037037037037","0.481481481481481","0.444444444444444","0.37037037037037","0.407407407407407","0.259259259259259","0.37037037037037","0.185185185185185","0.518518518518518","0.222222222222222","0.407407407407407","0.481481481481481","0.148148148148148","0.296296296296296","0.592592592592593","0.555555555555556","0.703703703703704","0.592592592592593","0.518518518518518","0.518518518518518","0.407407407407407","0.666666666666667","0.407407407407407","0.407407407407407","0.37037037037037","0.518518518518518","0.407407407407407","0.62962962962963","0.555555555555556","0.444444444444444","0.481481481481481","0.333333333333333","0.555555555555556","0.666666666666667","0.703703703703704","0.481481481481481","0.666666666666667","0.888888888888889","0.666666666666667","1.07407407407407","0.592592592592593","0.62962962962963","0.703703703703704","0.740740740740741","0.703703703703704","0.592592592592593","0.703703703703704","0.62962962962963","0.444444444444444","0.777777777777778","0.518518518518518","0.555555555555556","0.518518518518518","0.407407407407407","0.518518518518518","0.555555555555556","0.518518518518518","0.555555555555556","0.518518518518518","0.592592592592593","0.444444444444444","0.444444444444444"
"B8","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C2","41","6.19512195121951","1.84688267352209","0.0261563588850174","0.0272256600084831","11.3995485327314","7.39024390243902","0.548","4","12","treatX","4","3.39024390243902","3.97560975609756","3.36585365853659","4.14634146341463","3.97560975609756","3.73170731707317","3.17073170731707","4.19512195121951","3.58536585365854","4.02439024390244","4.07317073170732","4.24390243902439","4.02439024390244","4.5609756097561","4.09756097560976","4.14634146341463","3.80487804878049","4.34146341463415","3.58536585365854","4.07317073170732","3.36585365853659","4","3.90243902439024","4.02439024390244","4.26829268292683","3.78048780487805","4.31707317073171","3.78048780487805","3.85365853658537","4.21951219512195","3.48780487804878","3.5609756097561","3.41463414634146","4.1219512195122","3.39024390243902","4.31707317073171","3.26829268292683","4.19512195121951","3.39024390243902","4.07317073170732","3.34146341463415","3.80487804878049","3.48780487804878","3.75609756097561","3.60975609756098","3.36585365853659","3.80487804878049","3.14634146341463","3.75609756097561","3.53658536585366","3.8780487804878","3.46341463414634","4.17073170731707","3.41463414634146","3.80487804878049","3.46341463414634","3.31707317073171","3.48780487804878","3.5609756097561","3.73170731707317","3.39024390243902","3.82926829268293","3.36585365853659","4.14634146341463","3.31707317073171","3.85365853658537","3.34146341463415","3.82926829268293","3.48780487804878","3.73170731707317","3.78048780487805","3.68292682926829","3.34146341463415","3.75609756097561","4.04878048780488","3.68292682926829","3.46341463414634","3.92682926829268","3.14634146341463","4.04878048780488","3.39024390243902","3.46341463414634","3.04878048780488","3.19512195121951","3.39024390243902","2.8780487804878","4","3.14634146341463","3.36585365853659","3.68292682926829","3.1219512195122","3.31707317073171","2.92682926829268","3.68292682926829","2.63414634146341","3.85365853658537","2.14634146341463","4.07317073170732","1.8780487804878","6.19512195121951","1.80487804878049","3.92682926829268","2.31707317073171","3.8780487804878","2.8780487804878","3.21951219512195","3.04878048780488","2.82926829268293","3.31707317073171","2.80487804878049","3.19512195121951","2.85365853658537","3.58536585365854","2.60975609756098","3.09756097560976","2.92682926829268","2.58536585365854","2.78048780487805","2.68292682926829","2.82926829268293","2.31707317073171","3.17073170731707","2.07317073170732","2.95121951219512","2.31707317073171","3.29268292682927","1.90243902439024","2.73170731707317","2.29268292682927","3.1219512195122","2.5609756097561","2.97560975609756","2.17073170731707","2.63414634146341","2.09756097560976","2.85365853658537","2.19512195121951","2.39024390243902","2.60975609756098","2.07317073170732","2.53658536585366","2.31707317073171","2.73170731707317","1.97560975609756","2.65853658536585","2.07317073170732","2.46341463414634","2","2.17073170731707","2.14634146341463","2.21951219512195","2.04878048780488","2.17073170731707","2.26829268292683","2","2.04878048780488","1.70731707317073","1.80487804878049","1.85365853658537","1.75609756097561","1.92682926829268","1.63414634146341","2.36585365853659","1.39024390243902","2.4390243902439","1.82926829268293","2.26829268292683","1.5609756097561","1.90243902439024","1.36585365853659","1.95121951219512","1.41463414634146","1.78048780487805","1.51219512195122","1.5609756097561","1.60975609756098","1.68292682926829","1.46341463414634","1.95121951219512","1.39024390243902","1.75609756097561","1.29268292682927","1.48780487804878","1.78048780487805","1.46341463414634","1.48780487804878","1.41463414634146","1.29268292682927","1.73170731707317","1.39024390243902","1.65853658536585","1.51219512195122","1.53658536585366","1.26829268292683","1.41463414634146","1.29268292682927","1.29268292682927","0.902439024390244","1.51219512195122","1.14634146341463"
"C3","110","5.73636363636364","1.79027583712049","0.0213164502164502","0.0215721192124341","14.4940915805022","7.13636363636364","0.272568807339449","4","12","treatX","2.7","2.50909090909091","2.67272727272727","3.07272727272727","2.56363636363636","2.78181818181818","2.62727272727273","2.59090909090909","2.73636363636364","2.8","2.86363636363636","2.55454545454545","3.02727272727273","2.54545454545455","2.7","2.83636363636364","2.74545454545455","2.93636363636364","3.02727272727273","2.77272727272727","2.9","2.81818181818182","2.58181818181818","2.84545454545455","2.93636363636364","2.71818181818182","2.66363636363636","2.88181818181818","3.04545454545455","2.70909090909091","3.03636363636364","2.79090909090909","2.75454545454545","2.82727272727273","2.52727272727273","3.09090909090909","2.86363636363636","3.00909090909091","2.89090909090909","2.74545454545455","3.05454545454545","2.73636363636364","3.23636363636364","2.84545454545455","3.17272727272727","2.78181818181818","3.20909090909091","2.84545454545455","3.02727272727273","2.97272727272727","3.11818181818182","2.86363636363636","3.29090909090909","3.19090909090909","3.2","3.31818181818182","2.88181818181818","3.16363636363636","3.31818181818182","2.94545454545455","3.1","3.23636363636364","3.32727272727273","3.3","2.83636363636364","3.45454545454545","3.15454545454545","3.36363636363636","2.91818181818182","3.2","3.06363636363636","2.99090909090909","2.85454545454545","3.08181818181818","2.9","3.18181818181818","3.27272727272727","2.91818181818182","3.12727272727273","2.80909090909091","2.65454545454545","2.87272727272727","2.51818181818182","2.7","2.73636363636364","2.67272727272727","2.85454545454545","2.60909090909091","2.84545454545455","2.28181818181818","2.70909090909091","2.38181818181818","2.70909090909091","2.7","2.14545454545455","3.11818181818182","2.33636363636364","2.66363636363636","3.01818181818182","1.31818181818182","5.73636363636364","1.57272727272727","3.28181818181818","2.62727272727273","2.29090909090909","3.15454545454545","2.28181818181818","2.67272727272727","2.91818181818182","2.34545454545455","2.81818181818182","2.2","2.79090909090909","2.3","2.20909090909091","2.72727272727273","2.45454545454545","2.40909090909091","2.20909090909091","2.44545454545455","2.30909090909091","2.2","2.14545454545455","2.02727272727273","2.34545454545455","2.12727272727273","2.21818181818182","2.27272727272727","1.99090909090909","1.92727272727273","2.37272727272727","2","2.00909090909091","2.02727272727273","2.06363636363636","2.2","1.90909090909091","2.02727272727273","1.93636363636364","1.76363636363636","2.07272727272727","1.63636363636364","2","2.12727272727273","1.41818181818182","2.06363636363636","1.71818181818182","1.94545454545455","1.83636363636364","1.73636363636364","1.94545454545455","1.72727272727273","2.05454545454545","1.58181818181818","1.76363636363636","1.68181818181818","1.89090909090909","1.58181818181818","1.62727272727273","1.61818181818182","1.68181818181818","1.69090909090909","1.87272727272727","1.39090909090909","1.65454545454545","1.58181818181818","1.54545454545455","1.68181818181818","1.47272727272727","1.31818181818182","1.36363636363636","1.2","1.44545454545455","1.52727272727273","1.32727272727273","1.52727272727273","1.25454545454545","1.38181818181818","1.3","1.27272727272727","1.36363636363636","1.33636363636364","1.37272727272727","1.29090909090909","1.37272727272727","1.22727272727273","1.37272727272727","1.27272727272727","1.28181818181818","1.19090909090909","1.34545454545455","1.24545454545455","1.23636363636364","1.23636363636364","1.25454545454545","1.10909090909091","1.1","1.24545454545455","1.06363636363636","1.26363636363636","1.20909090909091"
"C4","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"untreated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"untreated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6","84","4.80952380952381","0.842774969982312","0.0153521825396825","0.00878686869391989","19.9423354156655","4.94047619047619","0.556024096385542","4","7","treatY","1.48809523809524","1.42857142857143","1.14285714285714","1.55952380952381","1.11904761904762","1.20238095238095","1.67857142857143","1.29761904761905","1.36904761904762","1.77380952380952","1.02380952380952","1.51190476190476","1.3452380952381","1.48809523809524","1.45238095238095","1.28571428571429","1.39285714285714","1.60714285714286","1.33333333333333","1.46428571428571","1.60714285714286","1.22619047619048","1.27380952380952","1.55952380952381","1.30952380952381","1.6547619047619","1.25","1.41666666666667","1.48809523809524","1.23809523809524","1.51190476190476","1.48809523809524","1.3452380952381","1.26190476190476","1.6547619047619","1.21428571428571","1.47619047619048","1.61904761904762","1.29761904761905","1.55952380952381","1.23809523809524","1.47619047619048","1.47619047619048","1.19047619047619","1.63095238095238","1.63095238095238","1.22619047619048","1.41666666666667","1.28571428571429","1.46428571428571","1.4047619047619","1.22619047619048","1.27380952380952","1.80952380952381","1.28571428571429","1.36904761904762","1.61904761904762","1.13095238095238","1.6547619047619","1.72619047619048","1.3452380952381","1.29761904761905","1.73809523809524","1.21428571428571","1.45238095238095","1.46428571428571","1.32142857142857","1.57142857142857","1.45238095238095","1.60714285714286","1.69047619047619","1.26190476190476","1.8452380952381","1.45238095238095","1.11904761904762","1.75","1.22619047619048","1.36904761904762","1.60714285714286","1.25","1.44047619047619","1.45238095238095","1.39285714285714","1.35714285714286","1.4047619047619","1.45238095238095","1.44047619047619","1.71428571428571","1.26190476190476","1.4047619047619","1.60714285714286","1.41666666666667","1.47619047619048","1.55952380952381","1.69047619047619","1.52380952380952","1.42857142857143","2.22619047619048","1.58333333333333","0.75","4.80952380952381","0.952380952380952","1.60714285714286","2.44047619047619","1.70238095238095","1.45238095238095","1.71428571428571","1.54761904761905","1.42857142857143","1.5","1.64285714285714","1.47619047619048","1.27380952380952","1.63095238095238","1.25","1.41666666666667","1.46428571428571","1.47619047619048","1.45238095238095","1.61904761904762","1.32142857142857","1.10714285714286","1.55952380952381","1.07142857142857","1.10714285714286","1.70238095238095","1.19047619047619","1.04761904761905","1.85714285714286","1.11904761904762","1.27380952380952","1.39285714285714","1.29761904761905","1.39285714285714","1.21428571428571","1.42857142857143","1.36904761904762","1.13095238095238","1.4047619047619","1.36904761904762","1.20238095238095","1.39285714285714","1.3452380952381","1.38095238095238","1.39285714285714","1.13095238095238","1.23809523809524","1.72619047619048","1.05952380952381","1.27380952380952","1.4047619047619","1.25","1.19047619047619","1.53571428571429","1.19047619047619","1.27380952380952","1.5","1.23809523809524","1.29761904761905","1.3452380952381","1.21428571428571","1.28571428571429","1.20238095238095","1.30952380952381","1.20238095238095","0.964285714285714","1.48809523809524","1.14285714285714","1.1547619047619","1.36904761904762","1.4047619047619","1.07142857142857","1.16666666666667","1.39285714285714","1.08333333333333","1.41666666666667","1.25","1.29761904761905","1.26190476190476","1.22619047619048","1.45238095238095","1.26190476190476","1.05952380952381","1.42857142857143","1.14285714285714","1.22619047619048","1.27380952380952","1.26190476190476","0.988095238095238","1.30952380952381","1.02380952380952","1.52380952380952","1.14285714285714","1.11904761904762","1.42857142857143","1.20238095238095","0.988095238095238","1.30952380952381","0.964285714285714","1.1547619047619","1.11904761904762"
"C7","26","4.65384615384615","0.845804123532521","0.0249038461538462","0.0202238540714739","6.48193963384463","5.03846153846154","1.7732","4","7","treatY","0.615384615384615","0.538461538461538","0.269230769230769","0.615384615384615","0.461538461538462","0.346153846153846","0.384615384615385","0.423076923076923","0.269230769230769","0.423076923076923","0.346153846153846","0.384615384615385","0.384615384615385","0.153846153846154","0.461538461538462","0.461538461538462","0.346153846153846","0.192307692307692","0.269230769230769","0.346153846153846","0.5","0.384615384615385","0.615384615384615","0.192307692307692","0.384615384615385","0.538461538461538","0.692307692307692","0.5","0.5","0.269230769230769","0.5","0.730769230769231","0.538461538461538","0.615384615384615","0.384615384615385","0.538461538461538","0.346153846153846","0.538461538461538","0.384615384615385","0.653846153846154","0.423076923076923","0.576923076923077","0.269230769230769","0.576923076923077","0.538461538461538","0.538461538461538","0.307692307692308","0.461538461538462","0.461538461538462","0.5","0.269230769230769","0.230769230769231","0.461538461538462","0.269230769230769","0.461538461538462","0.423076923076923","0.461538461538462","0.653846153846154","0.384615384615385","0.115384615384615","0.0769230769230769","0.5","0.384615384615385","0.115384615384615","0.346153846153846","0.269230769230769","0.346153846153846","0.230769230769231","0.153846153846154","0.153846153846154","0.269230769230769","0.115384615384615","0.192307692307692","0.230769230769231","0.153846153846154","0.423076923076923","0.384615384615385","0.153846153846154","0.346153846153846","0.230769230769231","0.307692307692308","0.153846153846154","0.269230769230769","0.192307692307692","0.192307692307692","0.346153846153846","0.153846153846154","0.384615384615385","0.5","0.346153846153846","0.269230769230769","0.615384615384615","0.807692307692308","0.5","1.11538461538462","0.846153846153846","1.11538461538462","1.03846153846154","1.23076923076923","1.73076923076923","4.65384615384615","1.42307692307692","1.69230769230769","1.30769230769231","1.61538461538462","1.53846153846154","1.30769230769231","0.923076923076923","1","1.15384615384615","0.615384615384615","0.730769230769231","0.807692307692308","0.461538461538462","0.461538461538462","0.423076923076923","0.153846153846154","0.423076923076923","0.384615384615385","0.230769230769231","0.192307692307692","0.230769230769231","0.346153846153846","0.423076923076923","0.461538461538462","0.153846153846154","0.0769230769230769","0.384615384615385","0.384615384615385","0.307692307692308","0.461538461538462","0.192307692307692","0.153846153846154","0.423076923076923","0.384615384615385","0.346153846153846","0.423076923076923","0.307692307692308","0.153846153846154","0.269230769230769","0.576923076923077","0.192307692307692","0.192307692307692","0.5","0.5","0.461538461538462","0.423076923076923","0.5","0.307692307692308","0.269230769230769","0.384615384615385","0.192307692307692","0.692307692307692","0.269230769230769","0.538461538461538","0.461538461538462","0.346153846153846","0.461538461538462","0.307692307692308","0.461538461538462","0.423076923076923","0.692307692307692","0.230769230769231","0.730769230769231","0.269230769230769","0.461538461538462","0.115384615384615","0.576923076923077","0.307692307692308","0.423076923076923","0.423076923076923","0.615384615384615","0.769230769230769","0.576923076923077","0.807692307692308","0.538461538461538","0.230769230769231","0.269230769230769","0.461538461538462","0.461538461538462","0.384615384615385","0.269230769230769","0.384615384615385","0.307692307692308","0.230769230769231","0.346153846153846","0.269230769230769","0.307692307692308","0.307692307692308","0.269230769230769","0.307692307692308","0.192307692307692","0.269230769230769","0.192307692307692","0.538461538461538","0.423076923076923","0.461538461538462","0.307692307692308","0.230769230769231","0.115384615384615","0.653846153846154"
"C8","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D1","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
