"file= exampleRecording_1012016_plate1_DIV1"
" "
"recording time (s): [0.01 ,35]"
" "
"Network Spike analysis at well level"
"well","n","peak.m","peak.sd","durn.m","durn.sd","percent.of.spikes.in.ns","mean.spikes.in.ns","mean.insis","peak.min","peak.max","treatment","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157","t158","t159","t160","t161","t162","t163","t164","t165","t166","t167","t168","t169","t170","t171","t172","t173","t174","t175","t176","t177","t178","t179","t180","t181","t182","t183","t184","t185","t186","t187","t188","t189","t190","t191","t192","t193","t194","t195","t196","t197","t198","t199","t200","t201"
"E4","149","6.49664429530201","2.21671829841122","0.0347875519335251","0.0142699586489006","22.5622681505034","11.4295302013423","0.329864864864865","4","15","untreated","1.91946308724832","1.77181208053691","2.04026845637584","2.02013422818792","1.95973154362416","2.08053691275168","1.86577181208054","1.95973154362416","1.87919463087248","2.06040268456376","2.04697986577181","2.22818791946309","2.15436241610738","2.16107382550336","2.02013422818792","2.41610738255034","2.2751677852349","2","2.30872483221477","2.08053691275168","2.20805369127517","1.81208053691275","1.93288590604027","2.18120805369128","1.95973154362416","2.16778523489933","2.02684563758389","1.8993288590604","1.73154362416107","1.8993288590604","1.95973154362416","2.30872483221477","2.0738255033557","2.26174496644295","2.08053691275168","2.0738255033557","1.90604026845638","1.99328859060403","2.00671140939597","2.04697986577181","2.13422818791946","2.20134228187919","2.08724832214765","1.99328859060403","1.84563758389262","1.88590604026846","1.88590604026846","1.91946308724832","2.02684563758389","1.84563758389262","2.08724832214765","1.69798657718121","2.02684563758389","2.24161073825503","2.26845637583893","2.28859060402685","2.32885906040268","2.26174496644295","1.98657718120805","1.87919463087248","1.95302013422819","1.83892617449664","2","1.7248322147651","1.87919463087248","1.96644295302013","2.12751677852349","1.99328859060403","2.11409395973154","2.35570469798658","2.31543624161074","2.12751677852349","2.40939597315436","2.25503355704698","1.97986577181208","1.98657718120805","1.73825503355705","1.51677852348993","1.61073825503356","1.4496644295302","1.53691275167785","1.67785234899329","1.97986577181208","2.39597315436242","2.73825503355705","2.79865771812081","2.5503355704698","2.63758389261745","2.58389261744966","2.18791946308725","1.85234899328859","1.58389261744966","1.36912751677852","1","0.583892617449664","0.664429530201342","0.791946308724832","1.29530201342282","2.2751677852349","3.3758389261745","6.49664429530201","4.32885906040268","3.36912751677852","2.60402684563758","1.44295302013423","1.12751677852349","0.805369127516778","0.791946308724832","1.01342281879195","1.3758389261745","1.49664429530201","1.83221476510067","2.12751677852349","2.60402684563758","2.57046979865772","2.68456375838926","2.97986577181208","2.46979865771812","1.94630872483221","1.84563758389262","1.57046979865772","1.35570469798658","1.36912751677852","1.35570469798658","1.35570469798658","1.52348993288591","1.40939597315436","1.57046979865772","1.79865771812081","2.06711409395973","2.24832214765101","2.30201342281879","1.91946308724832","1.88590604026846","1.77852348993289","1.83221476510067","1.53691275167785","1.46308724832215","1.42281879194631","1.36241610738255","1.46979865771812","1.61744966442953","1.60402684563758","1.78523489932886","1.91275167785235","1.81208053691275","1.74496644295302","1.75838926174497","1.61744966442953","1.52348993288591","1.70469798657718","1.51677852348993","1.74496644295302","1.8255033557047","1.66442953020134","1.64429530201342","1.5503355704698","1.44295302013423","1.57046979865772","1.51006711409396","1.59731543624161","1.52348993288591","1.57046979865772","1.64429530201342","1.46979865771812","1.77852348993289","1.8993288590604","1.77852348993289","1.75167785234899","1.83221476510067","1.67785234899329","1.44295302013423","1.39597315436242","1.36912751677852","1.32214765100671","1.57718120805369","1.61073825503356","1.75838926174497","1.60402684563758","1.52348993288591","1.59731543624161","1.34228187919463","1.46308724832215","1.36241610738255","1.46308724832215","1.78523489932886","1.84563758389262","1.67785234899329","1.81879194630872","1.58389261744966","1.46308724832215","1.50335570469799","1.3758389261745","1.46308724832215","1.46979865771812","1.51006711409396","1.31543624161074","1.43624161073825","1.43624161073825","1.34228187919463","1.56375838926175"
"E5","33","6.96969696969697","1.15879378247513","0.0260183982683983","0.0111995776101326","25.077399380805","12.2727272727273","0.144375","5","9","untreated","1.66666666666667","1.45454545454545","1.21212121212121","0.96969696969697","1.45454545454545","1.21212121212121","1.42424242424242","1.36363636363636","1.84848484848485","2.36363636363636","2.09090909090909","1.81818181818182","1.84848484848485","2","1.54545454545455","1.27272727272727","1.3030303030303","1.27272727272727","1.39393939393939","2.06060606060606","1.6969696969697","1.54545454545455","1.42424242424242","1.09090909090909","1.3030303030303","1.39393939393939","1.36363636363636","1.81818181818182","2.33333333333333","2.03030303030303","1.90909090909091","1.93939393939394","1.90909090909091","1.39393939393939","1.36363636363636","1.63636363636364","1.18181818181818","1.39393939393939","1.81818181818182","1.42424242424242","1.6969696969697","1.87878787878788","1.84848484848485","2.3030303030303","1.96969696969697","2.03030303030303","1.84848484848485","2.12121212121212","2.12121212121212","1.72727272727273","2.15151515151515","1.93939393939394","1.63636363636364","1.48484848484848","1.45454545454545","1.3030303030303","1.42424242424242","1.24242424242424","1.15151515151515","1.84848484848485","1.84848484848485","1.63636363636364","2.36363636363636","2","2","2.21212121212121","1.87878787878788","2.03030303030303","2.15151515151515","2.21212121212121","1.81818181818182","1.51515151515152","1.21212121212121","1.24242424242424","1.33333333333333","1.60606060606061","1.90909090909091","1.84848484848485","1.75757575757576","1.72727272727273","1.78787878787879","1.87878787878788","1.45454545454545","1.96969696969697","2.45454545454545","2.33333333333333","1.87878787878788","2.03030303030303","1.84848484848485","1.54545454545455","1.96969696969697","1.63636363636364","1.21212121212121","1.12121212121212","0.636363636363636","0.454545454545455","0.696969696969697","1.15151515151515","1.60606060606061","2.84848484848485","6.96969696969697","4.24242424242424","2.66666666666667","1.18181818181818","0.515151515151515","0.454545454545455","0.666666666666667","0.878787878787879","0.787878787878788","1.24242424242424","1.75757575757576","1.51515151515152","1.72727272727273","1.96969696969697","1.45454545454545","1.78787878787879","1.87878787878788","1.6969696969697","1.81818181818182","2.03030303030303","1.18181818181818","1.60606060606061","1.60606060606061","1.24242424242424","1.21212121212121","1.21212121212121","1.27272727272727","1.03030303030303","1.18181818181818","1.36363636363636","1.24242424242424","1.84848484848485","1.66666666666667","1.87878787878788","2.24242424242424","2.03030303030303","1.63636363636364","1.39393939393939","1.6969696969697","1.3030303030303","1.33333333333333","1.63636363636364","1.42424242424242","1.36363636363636","1.09090909090909","1.09090909090909","1.18181818181818","1.3030303030303","1.45454545454545","1.45454545454545","1.75757575757576","1.51515151515152","1.54545454545455","1.63636363636364","1.63636363636364","1.57575757575758","1.51515151515152","1.78787878787879","1.45454545454545","1.51515151515152","1.45454545454545","1.09090909090909","1.09090909090909","1.03030303030303","0.96969696969697","1.15151515151515","1.15151515151515","0.848484848484849","1.48484848484848","1.42424242424242","1.33333333333333","1.54545454545455","2.12121212121212","1.81818181818182","1.51515151515152","1.57575757575758","1.21212121212121","0.96969696969697","0.96969696969697","0.939393939393939","0.909090909090909","1.21212121212121","1.09090909090909","1.24242424242424","1.45454545454545","1.42424242424242","1.42424242424242","1.72727272727273","1.36363636363636","1.33333333333333","1.57575757575758","2.54545454545455","2","1.63636363636364","1.27272727272727","0.818181818181818","1.18181818181818","1.09090909090909","1.03030303030303","1.21212121212121","1.27272727272727"
"E6","99","4.46464646464646","0.836820163465408","0.0222356902356902","0.0161285187076656","12.7272727272727","5.51515151515152","0.491734693877551","4","8","treatY","1.07070707070707","1.08080808080808","0.929292929292929","0.757575757575758","1.01010101010101","1.06060606060606","0.94949494949495","1.06060606060606","0.898989898989899","0.888888888888889","0.97979797979798","0.767676767676768","1.01010101010101","0.97979797979798","0.97979797979798","0.797979797979798","1.04040404040404","0.898989898989899","1.12121212121212","0.94949494949495","0.898989898989899","1.16161616161616","0.767676767676768","0.94949494949495","1.02020202020202","1.12121212121212","0.898989898989899","1.02020202020202","0.848484848484849","1.04040404040404","0.848484848484849","1.02020202020202","0.757575757575758","0.808080808080808","0.858585858585859","1","0.939393939393939","0.828282828282828","1.14141414141414","1.02020202020202","0.878787878787879","1.13131313131313","1.05050505050505","0.95959595959596","1.25252525252525","1.08080808080808","0.939393939393939","0.96969696969697","0.868686868686869","1.1010101010101","1.16161616161616","0.98989898989899","1.07070707070707","0.888888888888889","1.18181818181818","1.01010101010101","0.96969696969697","1.03030303030303","0.939393939393939","1.02020202020202","1.12121212121212","0.818181818181818","0.898989898989899","0.898989898989899","0.94949494949495","0.858585858585859","1.04040404040404","1.01010101010101","1.06060606060606","0.98989898989899","1.02020202020202","1.01010101010101","1.09090909090909","0.737373737373737","1","1.12121212121212","0.98989898989899","1.17171717171717","0.878787878787879","1.08080808080808","1.14141414141414","1.11111111111111","1.14141414141414","1.25252525252525","1.11111111111111","1.12121212121212","1.09090909090909","1.12121212121212","1.05050505050505","1.25252525252525","1.2020202020202","1.28282828282828","1.26262626262626","1.18181818181818","1.44444444444444","1.24242424242424","1.70707070707071","1.65656565656566","1.51515151515152","1.26262626262626","4.46464646464646","1.54545454545455","1.67676767676768","1.85858585858586","1.73737373737374","1.4949494949495","1.33333333333333","1.53535353535354","1.53535353535354","1.33333333333333","1.26262626262626","1.33333333333333","1.16161616161616","1.22222222222222","1.24242424242424","1.24242424242424","1.22222222222222","1.39393939393939","1.11111111111111","1.22222222222222","1.17171717171717","1.11111111111111","1.12121212121212","1.16161616161616","1.14141414141414","1.19191919191919","1.05050505050505","0.898989898989899","1.25252525252525","0.96969696969697","1.03030303030303","1.04040404040404","0.818181818181818","1.04040404040404","1.03030303030303","0.696969696969697","0.94949494949495","0.878787878787879","1.08080808080808","1.09090909090909","0.888888888888889","1.13131313131313","1.05050505050505","1.07070707070707","1.13131313131313","1.02020202020202","0.95959595959596","1.08080808080808","0.767676767676768","0.898989898989899","1.08080808080808","1.12121212121212","0.848484848484849","1.01010101010101","0.96969696969697","0.929292929292929","1.12121212121212","0.939393939393939","1.01010101010101","0.909090909090909","0.909090909090909","0.95959595959596","1.18181818181818","0.95959595959596","0.94949494949495","1.01010101010101","1.09090909090909","0.898989898989899","0.848484848484849","0.96969696969697","0.909090909090909","0.878787878787879","0.858585858585859","0.828282828282828","0.939393939393939","1.01010101010101","0.818181818181818","0.767676767676768","0.828282828282828","0.888888888888889","0.717171717171717","0.828282828282828","0.878787878787879","0.858585858585859","0.797979797979798","0.797979797979798","0.767676767676768","0.747474747474748","0.898989898989899","0.868686868686869","0.848484848484849","0.878787878787879","0.888888888888889","0.929292929292929","0.808080808080808","0.929292929292929","0.828282828282828","0.818181818181818","0.929292929292929","0.858585858585859","1.08080808080808"
"E7","94","4.56382978723404","0.755745172935301","0.0179707446808511","0.0100085589674816","11.7232704402516","4.95744680851064","0.515376344086022","4","7","treatY","0.946808510638298","0.872340425531915","0.861702127659574","0.659574468085106","0.808510638297872","0.946808510638298","0.925531914893617","0.680851063829787","0.787234042553192","0.840425531914894","0.75531914893617","0.872340425531915","0.765957446808511","1.04255319148936","1","0.946808510638298","0.968085106382979","0.829787234042553","0.617021276595745","0.819148936170213","0.765957446808511","0.808510638297872","0.691489361702128","0.914893617021277","0.797872340425532","0.851063829787234","0.925531914893617","0.659574468085106","0.893617021276596","0.98936170212766","0.851063829787234","0.925531914893617","0.861702127659574","0.648936170212766","0.957446808510638","0.851063829787234","0.75531914893617","0.680851063829787","0.882978723404255","0.861702127659574","1.03191489361702","0.670212765957447","0.808510638297872","1.09574468085106","0.872340425531915","1.06382978723404","0.904255319148936","1.01063829787234","0.968085106382979","0.872340425531915","0.957446808510638","0.882978723404255","0.872340425531915","0.819148936170213","0.702127659574468","0.957446808510638","0.872340425531915","1.09574468085106","1.02127659574468","0.98936170212766","1.19148936170213","1.24468085106383","1.17021276595745","1.08510638297872","0.968085106382979","1.18085106382979","1","0.936170212765957","1.19148936170213","1.0531914893617","1.09574468085106","0.968085106382979","0.98936170212766","0.925531914893617","0.957446808510638","1.02127659574468","1.03191489361702","1.0531914893617","0.840425531914894","1.13829787234043","0.925531914893617","1.06382978723404","1.06382978723404","1.17021276595745","1.02127659574468","0.914893617021277","0.904255319148936","1.06382978723404","1.12765957446809","0.946808510638298","1","1.09574468085106","1.04255319148936","1.24468085106383","1.11702127659574","1.24468085106383","1.18085106382979","1.38297872340426","1.17021276595745","1.27659574468085","4.56382978723404","1.18085106382979","1.41489361702128","1.38297872340426","1.29787234042553","1.18085106382979","1.15957446808511","1.17021276595745","1.0531914893617","0.893617021276596","1.01063829787234","1.01063829787234","1.07446808510638","1.08510638297872","1.09574468085106","0.819148936170213","0.925531914893617","1.08510638297872","1.06382978723404","0.893617021276596","1.08510638297872","1.19148936170213","0.819148936170213","0.98936170212766","0.968085106382979","0.861702127659574","0.819148936170213","0.840425531914894","0.861702127659574","0.925531914893617","0.851063829787234","0.882978723404255","1.12765957446809","0.904255319148936","1.07446808510638","0.851063829787234","0.904255319148936","0.872340425531915","0.946808510638298","1.02127659574468","0.882978723404255","0.904255319148936","0.904255319148936","0.691489361702128","0.765957446808511","0.797872340425532","0.75531914893617","0.978723404255319","0.861702127659574","0.797872340425532","0.712765957446808","0.776595744680851","0.851063829787234","0.872340425531915","0.734042553191489","0.872340425531915","0.904255319148936","1.1063829787234","0.861702127659574","0.808510638297872","1.04255319148936","0.776595744680851","0.872340425531915","0.851063829787234","0.861702127659574","0.75531914893617","0.882978723404255","0.712765957446808","0.861702127659574","0.765957446808511","0.776595744680851","0.904255319148936","0.74468085106383","0.765957446808511","0.797872340425532","0.75531914893617","0.851063829787234","0.829787234042553","0.893617021276596","0.797872340425532","0.702127659574468","0.797872340425532","0.74468085106383","0.787234042553192","0.712765957446808","0.797872340425532","0.893617021276596","0.74468085106383","0.872340425531915","0.808510638297872","0.702127659574468","0.787234042553192","0.840425531914894","0.680851063829787","0.819148936170213","0.797872340425532","0.585106382978723","0.585106382978723","0.702127659574468","0.797872340425532","0.74468085106383"
"E8","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F1","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F2","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F3","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F4","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F5","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F6","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F7","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F8","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" "
"Network Spike analysis at electrode level"
"electrode","spikes","ns","spikes.in.ns","percent.of.spikes.in.ns","mean.spikes.per.ns","sd.spikes.per.ns","mean.insis"
"B2_11","113","14","16","14.1592920353982","1.14285714285714","0.363136519601281","1.89923076923077"
"B2_12","903","53","77","8.52713178294574","1.45283018867925","0.798220080887881","0.545"
"B2_13","867","62","76","8.76585928489043","1.2258064516129","0.638115947085565","0.469016393442623"
"B2_14","269","31","37","13.7546468401487","1.19354838709677","0.477448415273642","0.941666666666667"
"B2_21","109","9","13","11.9266055045872","1.44444444444444","0.881917103688197","3.3375"
"B2_22","669","62","68","10.1644245142003","1.09677419354839","0.432669086415361","0.469016393442623"
"B2_23","319","40","44","13.7931034482759","1.1","0.378932373372537","0.733589743589744"
"B2_31","44","6","7","15.9090909090909","1.16666666666667","0.408248290463863","4.682"
"B2_32","854","69","81","9.4847775175644","1.17391304347826","0.541145890384753","0.420735294117647"
"B2_33","870","77","90","10.3448275862069","1.16883116883117","0.377059167582259","0.376447368421053"
"B2_41","85","7","7","8.23529411764706","1","0","4.305"
"B2_43","2","1","1","50","1",NA,NA
"B2_44","199","9","9","4.52261306532663","1","0","3.53875"
"B3_11","1554","71","125","8.04375804375804","1.76056338028169","0.852974438277094","0.288285714285714"
"B3_12","187","16","23","12.2994652406417","1.4375","0.813941029804985","1.29466666666667"
"B3_13","67","9","14","20.8955223880597","1.55555555555556","0.726483157256779","2.47875"
"B3_14","1235","70","107","8.66396761133603","1.52857142857143","0.829203014798881","0.292463768115942"
"B3_21","302","30","42","13.9072847682119","1.4","0.770132097938959","0.695862068965517"
"B3_22","186","24","32","17.2043010752688","1.33333333333333","0.637022057270606","0.862173913043478"
"B3_23","1412","74","98","6.94050991501416","1.32432432432432","0.551662694940725","0.274931506849315"
"B3_24","285","30","37","12.9824561403509","1.23333333333333","0.504006932993731","0.692068965517241"
"B3_31","180","26","28","15.5555555555556","1.07692307692308","0.392232270276368","0.7768"
"B3_32","956","67","87","9.10041841004184","1.29850746268657","0.577741825877015","0.305757575757576"
"B3_33","1022","71","97","9.49119373776908","1.36619718309859","0.701822863685668","0.288285714285714"
"B3_34","38","5","5","13.1578947368421","1","0","3.23"
"B3_41","1","1","1","100","1",NA,NA
"B3_42","272","28","38","13.9705882352941","1.35714285714286","0.67846699279881","0.719259259259259"
"B3_43","609","43","57","9.35960591133005","1.32558139534884","0.837255443542091","0.477857142857143"
"B3_44","9","2","3","33.3333333333333","1.5","0.707106781186548","12.92"
"B5_11","86","2","2","2.32558139534884","1","0","7.7"
"B5_13","103","2","2","1.94174757281553","1","0","0.720000000000002"
"B5_21","22","3","4","18.1818181818182","1.33333333333333","0.577350269189626","3.805"
"B5_23","107","4","4","3.73831775700935","1","0","2.56666666666667"
"B5_31","17","4","4","23.5294117647059","1","0","2.53666666666667"
"B5_32","5","0","0","0",NA,NA,NA
"B5_34","104","4","4","3.84615384615385","1","0","1.09666666666667"
"B5_41","11","2","2","18.1818181818182","1","0","4.41"
"B5_42","19","1","1","5.26315789473684","1",NA,NA
"B5_44","47","3","4","8.51063829787234","1.33333333333333","0.577350269189626","1.645"
"B6_12","22","7","7","31.8181818181818","1","0","5.71833333333333"
"B6_13","123","19","21","17.0731707317073","1.10526315789474","0.315301767642306","2.52166666666667"
"B6_21","17","2","2","11.7647058823529","1","0","26.94"
"B6_22","772","48","66","8.54922279792746","1.375","0.569621001286279","0.972553191489362"
"B6_24","435","46","54","12.4137931034483","1.17391304347826","0.383223046516833","1.01577777777778"
"B6_32","587","50","69","11.7546848381601","1.38","0.725342987130634","0.93469387755102"
"B6_33","9","3","3","33.3333333333333","1","0","3.23"
"B6_34","48","11","11","22.9166666666667","1","0","3.568"
"B6_41","4","2","2","50","1","0","7.13"
"B6_42","202","31","39","19.3069306930693","1.25806451612903","0.444802722974569","1.52666666666667"
"B6_43","356","30","30","8.42696629213483","1","0","1.12241379310345"
"B6_44","319","36","39","12.2257053291536","1.08333333333333","0.280305955290694","1.306"
"B7_11","152","2","2","1.31578947368421","1","0","18.2"
"B7_12","12","1","1","8.33333333333333","1",NA,NA
"B7_13","284","13","14","4.92957746478873","1.07692307692308","0.277350098112615","2.785"
"B7_14","623","24","30","4.81540930979133","1.25","0.531609533071195","1.64260869565217"
"B7_21","36","1","1","2.77777777777778","1",NA,NA
"B7_22","172","9","9","5.23255813953488","1","0","4.1775"
"B7_23","103","4","5","4.85436893203883","1.25","0.5","12.5933333333333"
"B7_24","558","25","31","5.55555555555556","1.24","0.522812904711937","1.57416666666667"
"B7_32","113","13","14","12.3893805309735","1.07692307692308","0.277350098112615","3.14833333333333"
"B7_34","228","13","18","7.89473684210526","1.38461538461538","0.767947647788304","2.87666666666667"
"B7_41","80","10","10","12.5","1","0","2.95444444444444"
"B7_43","20","2","2","10","1","0","21.12"
"C2_11","335","32","36","10.7462686567164","1.125","0.421211769587116","0.707096774193548"
"C2_12","458","39","50","10.9170305676856","1.28205128205128","0.646802579036535","0.576842105263158"
"C2_13","134","19","20","14.9253731343284","1.05263157894737","0.229415733870562","1.18"
"C2_14","461","26","38","8.24295010845987","1.46153846153846","0.58177447388274","0.8668"
"C2_22","262","29","32","12.2137404580153","1.10344827586207","0.409252592818988","0.782857142857143"
