"Burst Analysis Averaged Over Each Well"
"file= exampleRecording_1012016_plate1_DIV1"
" "
"recording time (s): [0.01 ,35]"
" "
"treatment","well","nAE","nAB","duration","mean_dur","mean_freq","nbursts","bursts_per_sec","bursts_per_min","sd_dur","mean_freq_in_burst","sd_freq_in_burst","mean_ISIs","sd_ISIs","mean_spikes_in_burst","sd_spikes_in_burst","total_spikes_in_burst","per_spikes_in_burst","mean_IBIs","sd_IBIs","cv_IBIs","file"
"treatX","B2","14","12","490.08288","0.0390797306397306","15.8321428571429","592","1.20792857142857","72.4757142857143","0.115862213427991","323.940999422798","151.573135595571","0.00685973995271867","0.00863837713316997","6.694","5.492","3976","51.244","0.6","0.813","0.738","exampleRecording_1012016_plate1_DIV1"
"treatX","B3","16","14","560.09472","0.0665718153846153","22.353375","648","1.1569375","69.41625","0.165638298596298","273.066708037083","129.889723770086","0.00698719199095753","0.00841860358468126","10.525","14.846","6841","54.641","0.621","1.102","0.564","exampleRecording_1012016_plate1_DIV1"
"untreated","B4","13","10","455.07696","0.0726476923076925","5.71546153846154","153","0.336307692307692","20.1784615384615","0.171219487532142","296.69772100514","134.451596641193","0.00814155172413795","0.0121430088594727","9.904","14.937","1545","59.4","0.637","0.723","0.881","exampleRecording_1012016_plate1_DIV1"
"untreated","B5","10","9","350.0592","0.200917818181818","3.468","54","0.1542","9.252","0.389305993211904","140.937703216498","119.157009176443","0.0285542118863049","0.050724283170869","8.018","6.045","441","36.326","2.308","3.78","0.611","exampleRecording_1012016_plate1_DIV1"
"treatY","B6","11","9","385.06512","0.401367619047619","6.36254545454545","82","0.212818181818182","12.7690909090909","0.455311952120368","82.9825185892661","91.2599621664388","0.0241165092989986","0.0353530673905304","17.619","16.165","1480","60.408","2.113","3.063","0.69","exampleRecording_1012016_plate1_DIV1"
"treatY","B7","12","11","420.07104","0.517511898734177","3.80175","78","0.185583333333333","11.135","1.06634632704639","60.3740647136183","68.2154881399511","0.0467239314285714","0.122499394258419","12.063","9.871","953","59.674","3.607","4.066","0.887","exampleRecording_1012016_plate1_DIV1"
"treatX","C2","14","10","490.08288","0.0465777777777778","12.1713571428571","536","1.09371428571429","65.6228571428571","0.157555560382036","345.73712551656","173.628017562177","0.00859603554340396","0.0128864920785168","6.411","8.134","3462","58.039","0.556","1.235","0.45","exampleRecording_1012016_plate1_DIV1"
"treatX","C3","13","11","455.07696","0.04736","18.6738461538462","627","1.37776923076923","82.6661538461538","0.0829725618679448","273.958871193049","142.877772469016","0.00637071000855432","0.00669689526344686","8.431","6.187","5303","62.403","0.554","1.444","0.384","exampleRecording_1012016_plate1_DIV1"
"treatY","C6","10","9","350.0592","1.34733161290323","2.2253","30","0.0856","5.136","1.63664762908228","38.7279904660504","28.1075338128361","0.0584157762237762","0.0742823233215352","24.032","31.409","745","95.635","8.037","10.805","0.744","exampleRecording_1012016_plate1_DIV1"
"treatY","C7","12","9","420.07104","0.407244137931034","3.32083333333333","55","0.130916666666667","7.855","0.638756231643402","75.0294239379684","68.4335449992551","0.0428678039927404","0.0730856158816846","10.448","10.023","606","43.441","3.132","3.467","0.903","exampleRecording_1012016_plate1_DIV1"
"treatX","D2","15","12","525.0888","0.0554112039312039","24.0130666666667","811","1.5446","92.676","0.12486395653707","280.150212163441","130.605919814781","0.00598047202333599","0.00595761523173349","10.262","13.959","8353","66.246","0.405","0.373","1.086","exampleRecording_1012016_plate1_DIV1"
"treatX","D3","16","13","560.09472","0.0670917972350231","28.9736875","865","1.544375","92.6625","0.132657469131062","248.759517660437","96.9535853311868","0.0060706431773168","0.00815637390080396","12.048","13.912","10458","64.444","0.441","1.002","0.44","exampleRecording_1012016_plate1_DIV1"
"treatY","D6","11","7","385.06512","0.718658823529412","2.02563636363636","30","0.0778181818181818","4.66909090909091","0.665103835191508","30.3916764721599","32.4544934125006","0.059451094890511","0.0897036756541863","12.971","14.4","441","56.538","5.681","7.143","0.795","exampleRecording_1012016_plate1_DIV1"
"treatY","D7","13","12","455.07696","0.330357802197802","3.92684615384615","90","0.197769230769231","11.8661538461538","0.664762692611769","77.663564609055","49.1523136492861","0.0296767620927937","0.101096538321803","12.121","19.367","1103","61.724","2.925","2.865","1.021","exampleRecording_1012016_plate1_DIV1"
"treatX","E2","16","11","560.09472","0.0376964599092285","12.838875","656","1.1711875","70.27125","0.111463493532542","342.555932840786","179.937371968803","0.00649227722772277","0.00665339801601462","6.799","11.519","4494","62.495","0.519","0.969","0.536","exampleRecording_1012016_plate1_DIV1"
"treatX","E3","16","13","560.09472","0.0493702102102102","18.5290625","663","1.1836875","71.02125","0.111678549494066","300.919206046594","135.009321682686","0.00570942177461365","0.00822593856204604","9.643","14.094","6422","61.881","0.547","1.577","0.347","exampleRecording_1012016_plate1_DIV1"
"untreated","E5","12","10","420.07104","0.0926403493449782","6.90108333333333","227","0.540333333333333","32.42","0.3983031386866","292.748910336213","125.97637757818","0.0109184971693258","0.0249926587327414","9.476","13.738","2170","74.853","0.486","1.092","0.445","exampleRecording_1012016_plate1_DIV1"
"treatY","E6","14","9","490.08288","0.475924050632911","6.57864285714286","74","0.150857142857143","9.05142857142857","0.624727568065738","76.9549931589806","49.0506306350494","0.020246634356489","0.0234129683508111","24.443","30.902","1931","59.895","2.259","2.579","0.876","exampleRecording_1012016_plate1_DIV1"
"treatY","E7","14","11","490.08288","0.454842162162162","5.22785714285714","71","0.144857142857143","8.69142857142857","0.593779743893537","57.244605915957","64.0469396544277","0.0434300903225806","0.0766285857353548","11.432","9.537","846","33.021","4.282","4.277","1.001","exampleRecording_1012016_plate1_DIV1"
" "
" "
"Channel Burst Summary"
"file= exampleRecording_1012016_plate1_DIV1"
" "
"file","well","channels","spikes","mean_freq","nbursts","bursts_per_sec","bursts_per_min","bursty","mean_dur","sd_dur","mean_spikes","sd_spikes","per_spikes_in_burst","per_spikes_out_burst","mean_si","mean_isis","sd_mean_isis","mean_IBIs","sd_IBIs","cv_IBIs","burst_type"
"exampleRecording_1012016_plate1_DIV1","B2","B2_11",199,5.685,10,0.286,17.16,1,0.008,0.003,3,0,15.075,84.925,7.09,0.00381600000000013,0.00200363459217198,2.518,3.024,1.201,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_12",1953,55.791,94,2.685,161.1,1,0.038,0.026,9.979,2.759,48.029,51.971,8.27,0.00426720379146922,0.00309802818722026,0.296,0.083,0.281,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_13",1169,33.394,92,2.628,157.68,1,0.038,0.057,7.88,3.464,62.019,37.981,8.342,0.00553377567140599,0.00495801739739669,0.34,0.251,0.738,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_14",524,14.969,48,1.371,82.26,1,0.03,0.054,4.667,2.47,42.748,57.252,6.652,0.00805136363636354,0.00927532975855141,0.702,0.828,1.179,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_21",270,7.713,49,1.4,84,1,0.006,0.005,3.122,0.484,56.667,43.333,7.296,0.00303769230769228,0.00211564547783927,0.614,0.425,0.692,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_22",437,12.484,33,0.943,56.58,1,0.131,0.384,7.606,12.303,57.437,42.563,7.427,0.0198605504587156,0.0202851121922982,0.898,0.986,1.098,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_23",304,8.684,35,1,60,1,0.014,0.02,3.429,0.85,39.474,60.526,6.832,0.00577882352941182,0.0068487290116946,0.871,0.967,1.11,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_24",2,0.057,0,0,0,0,0,NA,0,NA,0,100,0,NA,NA,NA,NA,NA,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_31",199,5.685,8,0.229,13.74,1,0.009,0.005,3.125,0.354,12.563,87.437,7.264,0.00418352941176458,0.0028808005423334,3.286,1.731,0.527,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_32",1128,32.223,89,2.542,152.52,1,0.051,0.058,8.955,3.63,70.656,29.344,8.654,0.00644621468926553,0.00764321502139775,0.31,0.109,0.353,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_33",1037,29.624,43,1.228,73.68,1,0.094,0.208,9.674,11.056,40.116,59.884,6.329,0.0108287399463807,0.00777000116033797,0.724,0.742,1.025,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_41",289,8.256,48,1.371,82.26,1,0.01,0.011,3.354,0.565,55.709,44.291,7.387,0.00410902654867251,0.00458046862165122,0.687,0.664,0.967,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_43",3,0.086,0,0,0,0,0,NA,0,NA,0,100,0,NA,NA,NA,NA,NA,"ps"
"exampleRecording_1012016_plate1_DIV1","B2","B2_44",245,6.999,43,1.228,73.68,1,0.008,0.002,3.163,0.374,55.51,44.49,7.158,0.00366021505376338,0.00122300590003076,0.796,0.803,1.009,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_11",2294,65.532,93,2.657,159.42,1,0.085,0.154,17.871,17.705,72.45,27.55,9.89,0.00504285532186107,0.0032734005293595,0.289,0.185,0.641,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_12",224,6.399,11,0.314,18.84,1,0.091,0.163,6.636,8.663,32.589,67.411,10.93,0.0161187096774194,0.0244576679104784,3.042,2.994,0.984,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_13",138,3.942,6,0.171,10.26,1,0.054,0.066,4.5,3.209,19.565,80.435,8.034,0.0153104761904762,0.0125975864657446,5.622,3.341,0.594,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_14",2320,66.275,83,2.371,142.26,1,0.065,0.03,15.048,5.063,53.836,46.164,8.92,0.00460027444253858,0.0028988297049882,0.355,0.49,1.378,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_21",402,11.484,32,0.914,54.84,1,0.071,0.188,6.125,8.423,48.756,51.244,7.801,0.0138658536585366,0.0217367124323104,1.026,1.152,1.122,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_22",359,10.255,39,1.114,66.84,1,0.035,0.081,4.692,3.86,50.975,49.025,7.677,0.00951499999999996,0.0120365549284442,0.852,0.769,0.903,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_23",2109,60.247,16,0.457,27.42,1,0.285,0.35,34.438,34.852,26.126,73.874,8.249,0.00851095327102804,0.00447752862332767,1.976,3.482,1.763,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_24",475,13.569,66,1.885,113.1,1,0.042,0.203,5.121,5.945,71.158,28.842,7.808,0.0102358823529412,0.0149267252568625,0.477,0.409,0.859,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_31",312,8.913,30,0.857,51.42,1,0.025,0.059,4.3,4.714,41.346,58.654,7.527,0.00766545454545453,0.00807062995704337,1.162,1.089,0.937,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_32",1047,29.909,72,2.057,123.42,1,0.071,0.169,9.528,14.789,65.521,34.479,7.961,0.00828104234527683,0.0068587336986695,0.409,0.244,0.597,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_33",1407,40.193,76,2.171,130.26,1,0.061,0.161,11.724,19.982,63.326,36.674,9.749,0.00569815950920244,0.00430872585293545,0.398,0.623,1.567,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_34",138,3.942,2,0.057,3.42,1,0.41,0,16,0,23.188,76.812,22.075,0.027344,0.0199969145206161,-0.41,NA,NA,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_41",11,0.314,0,0,0,0,0,NA,0,NA,0,100,0,NA,NA,NA,NA,NA,"ps"
"exampleRecording_1012016_plate1_DIV1","B3","B3_42",480,13.712,54,1.543,92.58,1,0.042,0.151,5.296,6.374,59.583,40.417,7.706,0.0097703448275862,0.0155005225400558,0.607,0.613,1.009,"ps"
