"Burst Analysis Averaged Over Each Well"
"file= exampleRecording_1012016_plate1_DIV4"
" "
"recording time (s): [0.01 ,50]"
" "
"treatment","well","nAE","nAB","duration","mean_dur","mean_freq","nbursts","bursts_per_sec","bursts_per_min","sd_dur","mean_freq_in_burst","sd_freq_in_burst","mean_ISIs","sd_ISIs","mean_spikes_in_burst","sd_spikes_in_burst","total_spikes_in_burst","per_spikes_in_burst","mean_IBIs","sd_IBIs","cv_IBIs","file"
"treatX","B2","13","12","650.62816","0.863581818181818","8.15061538461539","65","0.1","6","0.707248637073835","81.0734816120492","52.3040659285037","0.0132734979040522","0.0170559091985372","66.045","85.692","4359","82.199","4.911","7.518","0.653","exampleRecording_1012016_plate1_DIV4"
"treatX","B3","16","15","800.77312","0.448379230769231","10.3836875","103","0.12875","7.725","0.38293989867278","123.350903244949","72.3749680277509","0.0102194696471619","0.0144106984704753","44.865","47.075","4666","56.115","2.556","2.325","1.099","exampleRecording_1012016_plate1_DIV4"
"untreated","B5","10","10","500.4832","0.0981233333333334","1.0411","24","0.048","2.88","0.117242627604196","179.677961469992","131.147348995915","0.0164682517482518","0.0265523117296723","6.958","3.617","167","32.054","1.698","2.317","0.733","exampleRecording_1012016_plate1_DIV4"
"treatY","B6","12","10","600.57984","0.317430743801653","4.81883333333333","119","0.198333333333333","11.9","0.522822901736597","85.6025610238326","75.5145611213642","0.0207616864864865","0.0292003575507473","16.273","24.025","1969","68.037","2.499","2.61","0.957","exampleRecording_1012016_plate1_DIV4"
"treatY","B7","12","11","600.57984","0.371378333333333","3.96458333333333","95","0.158333333333333","9.5","0.67942387090777","92.7071769925147","110.942930956271","0.048048948787062","0.128095328139637","8.719","5.559","837","35.153","3.583","4.497","0.797","exampleRecording_1012016_plate1_DIV4"
"treatX","C2","14","12","700.67648","0.985077894736842","3.79342857142857","36","0.0514285714285714","3.08571428571429","0.72897764796919","86.1627957029931","58.2278086141781","0.0155646403326403","0.0154674829897775","64.237","53.203","2441","91.836","8.305","9.185","0.904","exampleRecording_1012016_plate1_DIV4"
"treatX","C3","13","12","650.62816","0.610762448979592","8.32423076923077","97","0.149230769230769","8.95384615384615","0.448680082066749","90.3669483001106","65.0834699848321","0.0143846959865417","0.0189851686131394","43.449","36.738","4258","78.619","3.372","4.922","0.685","exampleRecording_1012016_plate1_DIV4"
"treatY","C6","10","10","500.4832","0.814315151515152","4.158","66","0.132","7.92","1.43843023538882","48.7822092041994","28.0125305307475","0.0374006958942241","0.0398669586464274","22.773","40.065","1503","72.225","3.788","4.39","0.863","exampleRecording_1012016_plate1_DIV4"
"treatY","C7","13","10","650.62816","0.317175578947369","3.10623076923077","92","0.141538461538462","8.49230769230769","0.533000560817069","71.5616118798807","58.2935978714503","0.030999670781893","0.0633618924799052","11.2","15.934","1064","52.647","3.454","4.689","0.737","exampleRecording_1012016_plate1_DIV4"
"treatX","D2","14","12","700.67648","0.742122962962963","13.5425","106","0.151428571428571","9.08571428571429","0.710045476531286","103.800063368659","54.0095287941888","0.0101352149721801","0.00974825670473453","74.204","85.767","8014","84.456","4.104","5.124","0.801","exampleRecording_1012016_plate1_DIV4"
"treatX","D3","15","15","750.7248","0.6162825","9.75866666666667","64","0.0853333333333333","5.12","0.651097381246974","127.741211675488","57.3433531661981","0.00868576965426118","0.00758657377751851","71.953","72.182","4605","62.858","1.91","2.099","0.91","exampleRecording_1012016_plate1_DIV4"
"treatY","D6","13","10","650.62816","2.872422","4.69246153846154","37","0.0569230769230769","3.41538461538462","2.5116664156744","30.2765858944731","26.1093625348261","0.0470888852459016","0.0662136386986875","61.925","65.376","2477","81.133","3.389","6.152","0.551","exampleRecording_1012016_plate1_DIV4"
"treatY","D7","12","11","600.57984","0.48024","5.6545","77","0.128333333333333","7.7","0.673170564534609","64.8718815273962","46.7379040497376","0.0281432907588279","0.0562291988445203","18.051","26.255","1408","41.461","4.341","4.504","0.964","exampleRecording_1012016_plate1_DIV4"
"treatX","E2","15","13","750.7248","0.680097349397591","6.9306","81","0.108","6.48","0.581334024873665","95.580959074566","85.9021094115453","0.0130034738539507","0.0252868741474852","53.277","67.707","4422","84.989","7.077","7.106","0.996","exampleRecording_1012016_plate1_DIV4"
"treatX","E3","15","13","750.7248","0.748325853658536","8.69953333333333","80","0.106666666666667","6.4","0.599161311682558","89.7754449806535","73.4734189364719","0.0116195266048097","0.0304713691426455","65.378","87.636","5361","82.085","5.977","6.626","0.902","exampleRecording_1012016_plate1_DIV4"
"untreated","E4","15","14","750.7248","0.2022575","10.0542666666667","479","0.638133333333333","38.288","0.538635080612457","227.627339687791","122.503685092076","0.0167097418244406","0.044208687517556","13.102","15.677","6289","83.32","1.147","3.719","0.308","exampleRecording_1012016_plate1_DIV4"
"untreated","E5","12","9","600.57984","0.0489327659574469","2.689","91","0.151666666666667","9.1","0.0991678814137684","321.93865198736","118.964076604686","0.00577849246231157","0.00698325067040624","9.436","12.587","887","54.923","0.424","0.619","0.685","exampleRecording_1012016_plate1_DIV4"
"treatY","E6","13","8","650.62816","0.439691147540984","6.59376923076923","117","0.18","10.8","0.702943365298268","97.2673180281508","84.8974003478155","0.0198675259259259","0.0274536254357049","23.09","32.892","2817","65.664","2.176","2.635","0.826","exampleRecording_1012016_plate1_DIV4"
"treatY","E7","14","14","700.67648","0.36275","5.67314285714286","128","0.182857142857143","10.9714285714286","0.502036790319839","79.9850011626945","81.0548907172135","0.037780309194467","0.0689383589762681","10.602","8.897","1357","34.138","3.439","4.37","0.787","exampleRecording_1012016_plate1_DIV4"
" "
" "
"Channel Burst Summary"
"file= exampleRecording_1012016_plate1_DIV4"
" "
"file","well","channels","spikes","mean_freq","nbursts","bursts_per_sec","bursts_per_min","bursty","mean_dur","sd_dur","mean_spikes","sd_spikes","per_spikes_in_burst","per_spikes_out_burst","mean_si","mean_isis","sd_mean_isis","mean_IBIs","sd_IBIs","cv_IBIs","burst_type"
"exampleRecording_1012016_plate1_DIV4","B2","B2_11",113,2.258,4,0.08,4.8,1,0.835,0.63,26.25,19.906,92.92,7.08,33.923,0.0330843564356436,0.0289297222391035,7.14,12.043,1.687,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_12",903,18.043,5,0.1,6,1,0.867,0.784,149.8,169.762,82.946,17.054,144.497,0.00582709677419355,0.00518185935661117,5.31,8.912,1.678,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_13",867,17.323,8,0.16,9.6,1,0.717,0.606,84.875,105.062,78.316,21.684,83.64,0.00855272727272727,0.00764377242461071,3.286,5.809,1.768,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_14",269,5.375,8,0.16,9.6,1,0.751,0.749,25.5,14.707,75.836,24.164,22.6,0.0306677551020408,0.0416528510066942,3.217,5.972,1.857,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_21",109,2.178,3,0.06,3.6,1,0.631,0.121,30.667,15.308,84.404,15.596,52.972,0.0212593258426966,0.0266272137704406,11.361,15.803,1.391,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_22",669,13.367,7,0.14,8.4,1,1.268,0.635,80.714,67.963,84.454,15.546,38.576,0.0159017921146953,0.00975004471820388,3.343,6.257,1.872,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_23",319,6.374,4,0.08,4.8,1,1.541,0.856,59.5,30.116,74.608,25.392,39.22,0.0263459829059829,0.021033544802759,6.956,11.816,1.699,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_31",44,0.879,3,0.06,3.6,1,0.205,0.231,11.333,6.028,77.273,22.727,29.526,0.0198529032258064,0.0275754255565288,11.373,10.342,0.909,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_32",854,17.064,7,0.14,8.4,1,0.87,0.669,99.857,113.012,81.85,18.15,89.139,0.00879641618497111,0.00750737222927653,3.649,6.546,1.794,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_33",870,17.383,8,0.16,9.6,1,1.135,0.956,94,98.79,86.437,13.563,41.758,0.0121993548387097,0.00744316866292271,2.771,6.24,2.252,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_41",85,1.698,4,0.08,4.8,1,0.592,0.661,18.75,8.732,88.235,11.765,34.705,0.0333284507042252,0.0499465524235051,7.521,9.754,1.297,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_43",2,0.04,0,0,0,0,0,NA,0,NA,0,100,0,NA,NA,NA,NA,NA,"ps"
"exampleRecording_1012016_plate1_DIV4","B2","B2_44",199,3.976,4,0.08,4.8,1,0.624,0.462,41.75,37.295,83.92,16.08,59.043,0.0153025766871166,0.0116022492811278,7.283,9.928,1.363,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_11",1554,31.05,13,0.26,15.6,1,0.44,0.308,71.615,45.487,59.91,40.09,20.71,0.0062313725490196,0.00412078685017133,1.147,1.567,1.366,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_12",187,3.736,6,0.12,7.2,1,0.475,0.31,22.5,10.803,72.193,27.807,30.961,0.0220756589147286,0.0436969567705549,3.377,2.563,0.759,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_13",67,1.339,6,0.12,7.2,1,0.142,0.163,8.5,4.037,76.119,23.881,18.825,0.0189635555555554,0.0262464734562365,3.736,2.614,0.7,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_14",1235,24.676,8,0.16,9.6,1,0.404,0.495,71,84.881,45.992,54.008,33.347,0.00577042857142857,0.00403448956835683,2.336,2.141,0.917,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_21",302,6.034,7,0.14,8.4,1,0.336,0.398,25.857,21.035,59.934,40.066,26.139,0.0135296551724138,0.0127975524618324,2.857,2.572,0.9,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_22",186,3.716,6,0.12,7.2,1,0.582,0.467,25.167,21.255,81.183,18.817,29.876,0.0240827586206897,0.0307940317648917,3.214,1.897,0.59,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_23",1412,28.213,10,0.2,12,1,0.514,0.317,62.6,30.2,44.334,55.666,11.735,0.00834610389610388,0.00422039389549011,1.454,1.541,1.06,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_24",285,5.694,6,0.12,7.2,1,0.639,0.498,35,29.53,73.684,26.316,28.837,0.0188003921568628,0.0193570400335442,3.131,2.979,0.952,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_31",180,3.597,6,0.12,7.2,1,0.59,0.646,20.833,14.359,69.444,30.556,17.428,0.0297586554621849,0.0300163010775856,3.184,2.445,0.768,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_32",956,19.102,10,0.2,12,1,0.449,0.226,55.2,29.559,57.741,42.259,23.762,0.00828664206642066,0.0055365144631165,1.768,2.235,1.265,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_33",1022,20.42,6,0.12,7.2,1,0.619,0.534,86.167,90.435,50.587,49.413,39.282,0.00726794520547943,0.00590549935503221,3.333,2.995,0.898,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_34",38,0.759,4,0.08,4.8,1,0.235,0.138,8.75,4.349,92.105,7.895,17.028,0.0302967741935485,0.026277714307894,6.224,0.48,0.077,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_41",1,0.02,0,0,0,0,0,NA,0,NA,0,100,0,NA,NA,NA,NA,NA,"ps"
"exampleRecording_1012016_plate1_DIV4","B3","B3_42",272,5.435,8,0.16,9.6,1,0.383,0.278,26.125,17.192,76.838,23.162,25.911,0.0152517412935323,0.0151385726359106,2.376,2.161,0.909,"ps"
