"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.187907528156491","0.147583886344518","0.154246273882165"
"B3","treatX","0.174132187938289","0.132702558635394","0.150628626692456"
"B4","untreated","0.157229866907286","0.133194291089028","0"
"B5","untreated","0.0440779610194903","0","0.317647058823529"
"B6","treatY","0.045421511627907","0.0541094584286804","0.0600317748524739"
"B7","treatY","0.0285756154747948","0.0315953385573639","0.0332988267770876"
"C2","treatX","0.161338116032439","0.184876694430835","0.108249649065976"
"C3","treatX","0.17244560994561","0.160832025117739","0.145780824679907"
"C6","treatY","0.0306122448979592","0.0375765331727391","0.0458138811079988"
"C7","treatY","0.0284858387799564","0.0226634072787919","0.0321260633906457"
"D2","treatX","0.197754385964912","0.200260468843919","0.182549119528906"
"D3","treatX","0.200190528034839","0.122708729942888","0.181656932727666"
"D6","treatY","0.0218150764692182","0.0254158318967526","0.0255023183925811"
"D7","treatY","0.03666893578398","0.0327451496795716","0.0305723905723906"
"E2","treatX","0.161111111111111","0.122218756498232","0.128605200945626"
"E3","treatX","0.204292682926829","0.140532081377152","0.153055983564458"
"E4","untreated","0","0.182932578972183","0.165144820814924"
"E5","untreated","0.138511216859279","0","0.14238845144357"
"E6","treatY","0.0407767758266097","0.0803938978125757","0.0548081360264101"
"E7","treatY","0.0254886929858183","0.0317931793179318","0.0346849496360562"
