"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.823751387347392","0.619107217355027","0.612525938502169"
"B3","treatX","0.817100371747212","0.564095779865062","0.426389222997354"
"B4","untreated","0.36972972972973","0.35531660692951","0"
"B5","untreated","0.693034238488784","0","0.140384615384615"
"B6","treatY","0.625671321160043","0.602799227799228","0.611721611721612"
"B7","treatY","0.634920634920635","0.518670076726343","0.470137825421133"
"C2","treatX","0.89827806122449","0.468799368088468","0.78998870907038"
"C3","treatX","0.93718972587956","0.56725729972548","0.56140350877193"
"C6","treatY","0.5625","0.775110879206888","0.768421052631579"
"C7","treatY","0.298745724059293","0.387652548456569","0.392108508014797"
"D2","treatX","0.870913277052955","0.640498442367601","0.706317346291992"
"D3","treatX","0.880526810912512","0.749800251112887","0.47218045112782"
"D6","treatY","0.580135440180587","0.5425048669695","0.573314801945796"
"D7","treatY","0.656101426307448","0.616734143049933","0.539853811347024"
"E2","treatX","0.898532388663968","0.736612702366127","0.654157667386609"
"E3","treatX","0.813776802296134","0.663880009835259","0.696821515892421"
"E4","untreated","0","0.373216751035435","0.397156018425796"
"E5","untreated","0.97135955831608","0","0.102850061957869"
"E6","treatY","0.576080150281778","0.482432432432432","0.543582704186685"
"E7","treatY","0.52060737527115","0.524129114733142","0.508089607965152"
