"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.944034596794709","1.88804071246819","1.85014245014245"
"B3","treatX","1.43360292199322","2.28021390374332","2.35079575596817"
"B4","untreated","1.5906976744186","1.48848848848849","0"
"B5","untreated","0.255328403653763","0","1.01388888888889"
"B6","treatY","0.416815742397138","0.449442245412019","0.539231514368744"
"B7","treatY","0.235294117647059","0.278647980214345","0.289349670122526"
"C2","treatX","0.770303527481542","2.18600368324125","1.3420716112532"
"C3","treatX","1.12779220779221","1.73909716908952","1.6566757493188"
"C6","treatY","0.183050847457627","0.351389710230633","0.381899032173686"
"C7","treatY","0.31990231990232","0.250231696014829","0.383826191913096"
"D2","treatX","1.47837415320479","2.57805642633229","2.3426769446391"
"D3","treatX","1.88757247290144","1.77540540540541","2.99047619047619"
"D6","treatY","0.171791443850267","0.258343634116193","0.255497057912666"
"D7","treatY","0.347607052896725","0.294585302965191","0.29565383149066"
"E2","treatX","0.954569892473118","1.57733333333333","1.82043576258452"
"E3","treatX","1.26675427069645","2.01944652206432","2.11395819285233"
"E4","untreated","0","2.43543543543544","1.92711370262391"
"E5","untreated","0.764737842977452","0","2.15584415584416"
"E6","treatY","0.460230115057529","0.772727272727273","0.506070287539936"
"E7","treatY","0.263061746437706","0.325526002381898","0.357252242397725"
