"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","49.75","344.461538461538","431.714285714286"
"B3","treatX","73.6","332.357142857143","284.416666666667"
"B4","untreated","40.7777777777778","37.7608695652174","0"
"B5","untreated","9.69642857142857","0","28.5"
"B6","treatY","25.0980392156863","24.0888888888889","31.1111111111111"
"B7","treatY","10.1296296296296","10.1801801801802","8.91304347826087"
"C2","treatX","38.655737704918","283.25","288.285714285714"
"C3","treatX","63.85","149.285714285714","161.277777777778"
"C6","treatY","5.84615384615385","30.0606060606061","41.9428571428571"
"C7","treatY","8.11363636363636","6.83898305084746","13.8269230769231"
"D2","treatX","79.0833333333333","397.4","462.5"
"D3","treatX","105.716666666667","294.652173913043","417.25"
"D6","treatY","5.10526315789474","11.2325581395349","15.8032786885246"
"D7","treatY","17.4761904761905","14.8571428571429","15.5045045045045"
"E2","treatX","49.1833333333333","266.777777777778","484.6"
"E3","treatX","63.9166666666667","293.666666666667","237.615384615385"
"E4","untreated","0","68.4090909090909","66.8518518518518"
"E5","untreated","38.6714285714286","0","37.9736842105263"
"E6","treatY","24.0789473684211","43","24.92"
"E7","treatY","9.44047619047619","12.0567375886525","14.3302752293578"
