"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.0964","0.12345","0.0769"
"B3","treatX","0.1426","0.11725","0.07755"
"B4","untreated","0.0682","0.09405","0"
"B5","untreated","0.1334","0","0.00085"
"B6","treatY","0.2752","0.0874","0.11015"
"B7","treatY","0.1706","0.1659","0.1449"
"C2","treatX","0.0916","0.02355","0.06615"
"C3","treatX","0.1716","0.049","0.0763"
"C6","treatY","0.0294","0.3321","0.16065"
"C7","treatY","0.153","0.16835","0.10715"
"D2","treatX","0.1425","0.0713","0.12615"
"D3","treatX","0.1837","0.18385","0.07705"
"D6","treatY","0.1171","0.1651","0.16175"
"D7","treatY","0.1695","0.18985","0.2475"
"E2","treatX","0.0945","0.0687","0.06345"
"E3","treatX","0.1025","0.0639","0.0649"
"E4","untreated","0","0.0303","0.0679"
"E5","untreated","0.1471","0","0.0381"
"E6","treatY","0.1806","0.04765","0.10835"
"E7","treatY","0.2609","0.22725","0.1943"
