"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.662597114317425","0.62272284800445","0.570081116770421"
"B3","treatX","0.656654275092937","0.615557613440931","0.410512388741881"
"B4","untreated","0.793513513513514","0.83010752688172","0"
"B5","untreated","0.641086186540732","0","0.109615384615385"
"B6","treatY","0.687432867883996","0.523166023166023","0.512820512820513"
"B7","treatY","0.667887667887668","0.578005115089514","0.523226135783563"
"C2","treatX","0.751913265306122","0.447472353870458","0.759503199096726"
"C3","treatX","0.826894021152601","0.521587222360869","0.536103416435826"
"C6","treatY","0.791666666666667","0.776415340464388","0.772631578947368"
"C7","treatY","0.407069555302166","0.57932519741565","0.44327990135635"
"D2","treatX","0.72831926323868","0.619003115264797","0.684027044158039"
"D3","treatX","0.745884289746002","0.773541833124073","0.456322624743677"
"D6","treatY","0.656884875846501","0.626865671641791","0.669909659485754"
"D7","treatY","0.58161648177496","0.608187134502924","0.59902540898016"
"E2","treatX","0.746710526315789","0.747509339975093","0.654157667386609"
"E3","treatX","0.64747594124599","0.649864765183182","0.686597021560347"
"E4","untreated","0","0.692590888173033","0.723012217103945"
"E5","untreated","0.934092477570738","0","0.894052044609665"
"E6","treatY","0.572949279899812","0.426126126126126","0.427590940288264"
"E7","treatY","0.573391178597252","0.543304570150208","0.485998755444928"
