"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.123102936324645","0.148667042926862","0.153541306777766"
"B3","treatX","0.138623807132094","0.136531690140845","0.15491103848947"
"B4","untreated","0.124227807396124","0.0995643700561733","0"
"B5","untreated","0.0402520385470719","0","0.183870967741935"
"B6","treatY","0.0404461718330331","0.0466597796143251","0.0580431177446103"
"B7","treatY","0.0230335186120937","0.0281094527363184","0.0257279116465863"
"C2","treatX","0.0992507786850745","0.182712465731334","0.101867743563857"
"C3","treatX","0.139654418197725","0.152387896463726","0.138786632882344"
"C6","treatY","0.0242966751918159","0.0313210406668351","0.0407325194228635"
"C7","treatY","0.0267535971223022","0.0198392211815031","0.0312649476018611"
"D2","treatX","0.155446355446355","0.194823021864889","0.176931905126243"
"D3","treatX","0.165942863122645","0.118427260812582","0.206049382716049"
"D6","treatY","0.0159268786601719","0.0211823524252259","0.0217705510388437"
"D7","treatY","0.0342814441175097","0.0298612951674176","0.0267269225990806"
"E2","treatX","0.1056343069874","0.117064846416382","0.125804776739356"
"E3","treatX","0.140940830576994","0.141982272360999","0.14594849988188"
"E4","untreated","0","0.169558359621451","0.134300595238095"
"E5","untreated","0.100214719383977","0","0.109020852221215"
"E6","treatY","0.0384002014436797","0.0768418487531476","0.0517807422183435"
"E7","treatY","0.0221954769368562","0.0282129580456718","0.0305507745266781"
