"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","13.8530140044884","11.1664659867408","6.6223501608046"
"B3","treatX","22.3533619456366","9.40687152455241","10.3837151776523"
"B4","untreated","4.64385738183713","5.20173899627165","0"
"B5","untreated","2.16749052731652","0","0.650621239634018"
"B6","treatY","4.37426012514455","3.45332839719038","3.61400742322619"
"B7","treatY","2.85130343667585","3.03206955348849","2.97337652892245"
"C2","treatX","10.649984345505","3.30669552534134","3.31929223598315"
"C3","treatX","15.1724336912157","6.73765619631746","6.7634637885947"
"C6","treatY","1.39083617856637","5.49749004288241","2.59873857903722"
"C7","treatY","2.49065015288843","2.09511035540229","2.52381098906017"
"D2","treatX","22.5122636399786","9.93996899932559","11.8497983548699"
"D3","treatX","28.9736707391207","11.9754320848232","9.14865873619734"
"D6","treatY","1.39262159086235","2.81709085154033","3.81256553666537"
"D7","treatY","3.19053177291155","3.67079240205123","4.24090159270081"
"E2","treatX","12.8388998203732","5.96721229338186","6.49747084417619"
"E3","treatX","18.5290088076531","7.4546660866301","8.15586816900148"
"E4","untreated","0","2.77359805056816","9.42589081911241"
"E5","untreated","5.17591024603838","0.321846727194065","2.01680096354883"
"E6","treatY","5.75616924223103","3.71925580884879","5.3573226833588"
"E7","treatY","4.57422630229401","4.99297355160523","4.96395283597931"
